Shortlisted,Company_Name,Profile,Job_Description
0,Erricson,Data Scientist,"
As an ICT Architect/data scientist the purpose of the  is to create principles, models and guidelines from strategies. Continuously convert requirements to cost efficient solution compliant to architectural principles, models and guidelines ensuring consistency between business, information and technology.



Post graduate degree in Statistics, Computer Science, Econometrics, Quantitative Marketing from top tier institutions in India and abroad
3 years or more experience in data processing and analysis as preparation for data mining/predictive analytics requirements
3 years or more experience in Predictive Analytics and Data Mining with at hands-on knowledge and experience in at least the following areas:-
Linear Regression
Classification Techniques
Logistic Regression
Decision Tress including Random Forests
Discriminant Analysis
Support Vector Machines
Unsupervised Learning techniques like k-means/hierarchical clustering
Feature reduction methods like PCA, SVD Desired Candidate Profile
Knowledge of assumptions of above models and performing diagnostics
Experience in Optimization methods with at least knowledge of LP, IP, mixed IP programming techniques
Experience with working in R/Python. Preferable to have SPSS Statistics/modeler experience.
Ability to read research papers to apply state-of-the-art methods into the business domain
Ability to contribute to research papers in journals/conferences to present output of the work
Experience on text mining problems
Strong written and oral communication skills

Nice-to-have requirements:-

Experience in model implementation on Big Data platforms including model parallelization across different nodes
Experience in machine learning applications of online scoring problems
Experience in stochastic optimization problems
Experience in social media analytics and graph based models

Education / Experience Required (In Years)

Post graduate in machine learning/statistics/econometrics from top-tier institutions in India or abroad. Strong quantitative MBA students can also apply.
Knowledge of various supervised and unsupervised machine language algorithms
Demonstrated experience in programming languages in R and at least one of SAS, SPSS, Matlab, Octave.
5+ years of relevant experience.(negotiable)
Proven leadership and management skills.

Behavioral Competences

Learning and researching
Formulating strategies and concepts
Applying expertise and technology
Adapting and responding to change
Planning and organizing
Analyzing

Necessary requirements for data scientist(Jr):-

Post graduate degree in Statistics, Computer Science, Econometrics, Quantitative Marketing from top tier institutions in India and abroad
3 years or more experience in data processing and analysis as preparation for data mining/predictive analytics requirements
3 years or more experience in Predictive Analytics and Data Mining with at hands-on knowledge and experience in at least the following areas:-
Linear Regression
Classification Techniques
Logistic Regression
Decision Tress including Random Forests
Discriminant Analysis
Support Vector Machines
Unsupervised Learning techniques like k-means/hierarchical clustering
Feature reduction methods like PCA, SVD
Knowledge of assumptions of above models and performing diagnostics
Experience in Optimization methods with at least knowledge of LP, IP, mixed IP programming techniques
Experience with working in R/Python. Preferable to have SPSS Statistics/modeler experience.
Ability to read research papers to apply state-of-the-art methods into the business domain
Ability to contribute to research papers in journals/conferences to present output of the work
Experience on text mining problems
Strong written and oral communication skills

Nice-to-have requirements:-

Experience in model implementation on Big Data platforms including model parallelization across different nodes
Experience in machine learning applications of online scoring problems
Experience in stochastic optimization problems
Experience in social media analytics and graph based models

Education / Experience Required (In Years)



Post graduate in machine learning/statistics/econometrics from top-tier institutions in India or abroad. Strong quantitative MBA students can also apply.
Knowledge of various supervised and unsupervised machine language algorithms
Demonstrated experience in programming languages in R and at least one of SAS, SPSS, Matlab, Octave.
5+ years of relevant experience.(negotiable)
Proven leadership and management skills.
Excellent communication skills
Work location would be Bangalore but this  requires flexibility to travel.

Education-
UG: Any Graduate - Any Specialization
PG:MS/M.Sc(Science) - Computers, Statistics, M.A - Statistics, MBA/PGDM - Any Specialization"
1,Exl,Assistant Manager-Analytics (Model Validation),"  
Key  : 

- Experience in Model Validation (Predictive Modeling, Linear Regression)- Must Have 

- Experience in Credit card analytics , BASE SAS ( Strong working knowledge and experience with SQL programming) : Sas macro is added advantage 

- Good communication and presentation Skills, 
- Strong creative/innovative skills. The ability to think out of the box 
- Decent problem solving skills 
- Clear understanding and experience of Data Mining 
- Candidate must be proactive in asking questions 
- At least 3 year of experience in analytics, preferably in BFS 
- Experienced in segmentation methodology and decision trees 
- The basic  of the individuals will be 
1. Daily tasks involve tracking of existing models (especially decision trees), automation of data pull and preparation codes and their proper documentation 
2. Should be able to work independently on Adhoc Analysis 
3. Interaction with the business team on daily basis 
 Requirements- 
Experience: 3-8 years of Experience"
0,Financial Consultancy,Equities Franchise Management Analyst - Securities Division,"Preparation of different type of reports highlighting divisional performance with focus on expense management 

- Improving management decision making capabilities through effective reporting and analysis of data 

- Analyzing variances and trend of spend and provide business with regular cost reports supported by well written commentaries 

- Playing key  in expense management initiatives working with different business units 

- Support Business Planning / Forecasting exercise 

- Play key  in global initiatives including automation projects. 

- Support the team in finalizing presentations and documentation activities 

- Support Other Projects and Analysis for Senior Leadership 
"
0,FinTech Venture,Data Scientist,"- Working on regression models to help assess NPA's across the loan book 

- Building predictive models based on machine learning to provide approve/reject decisions for a particular segment based on past / existing data 

- Extracting Data and Text Minin"
0,Hansa Cequity,CRM Manager - Client Management/Engagement,"- Delivering CRM Strategy for the brand, encouraging customer retention and loyalty 

- Ensuring seamless operation of CRM platform across brands Working closely with all departments to ensure CRM works effectively for improving business performance 

- O"
0,Head2Hire for Advisory Firm,Associate SOP Writing - Advisory Firm,"
- Execute risk-based internal audits, process reviews, standard operating procedures, enterprise risk management and revenue assurance assignments as per the client requirements 

- Develop audit work programs, evaluate issues for improvement and communicate issues to IA management and business clients 

- Independent preparation of deliverable relating to various services being delivered to the clients including preparation of report, process documents, presentations, etc. 

- Participate in meetings with the clients and working on the deliverables. 
"
0,Home Credit,Analyst - Anti Fraud,"Monitoring portfolio for any fraud patterns based on the portfolio triggers. Presenting the finding to seniors 
Analyze data ( customer/portfolio/retailer) to identify early warning signals and proactively provide feedback to Anti-Fraud Head in order to take corrective actions 
Assist in Anti-fraud assessment of Retailers, Third party service providers , as per the Fraud policy 
Effective coordination with Sales and Security to ensure reporting quality and turnaround time is maintained, discrepancies are minimized and communication flow is standardized and effective 
"
0,HR Consultancy,"Big Data Developer - Scala, Cloud, Hadoop","Looking for driven candidates ready to start a challenging career with a top-tier tech company. 

- Support business areas oft with critical analysis
- Decision trees, clustering, regression, time series, etc.
- SAS, MatLab, R, Stata, NumPy, Weka"
0,HR Consultancy for an IT firm,Assistant Manager - Digital Marketing - Asset Management Firm,"Assist in development of marketing plans & communication calendar for the digital business of the firm. 

- Take ownership of flawless execution of integrated digital marketing plans across multiple channels - direct, display, search, mobile & social. 

- Assist in development of product marketing material in form of presentations, hand-outs, videos, et al for all new features as & when introduced in our online transaction portals. 

- Liaise the agency & publisher relationships. This shall include communicating marketing campaign briefs, collaborate for creative & communication plan for each campaign, creative iteration, development of final creative materials & timely launch of campaigns. 

- Monitor each campaign metrics. Prepare end to end reports & dashboards. This shall include aggregating data from display, search, social, direct marketing campaigns as well as in-house data sciences team. 

- Build & manage a knowledge center for all marketing campaigns as well as historical performances so as to guide future planning & influence budgets. 

- Share monthly site, engagement & business metrics with larger teams. 

- Liaise with multiple departments to secure approvals for campaigns & campaign materials, whenever needed. 

- Conduct periodic surveys of the product users as well as prospects to assess their product understanding & use that as insight for future campaigns as well as overall marketing plans."
0,HR Consultant for BFSI,Analyst - Credit Risk - Country Risk Analysis - BFSI,"
- Monitor economic, political, policy and regulatory trends to better anticipate changes in business environment that will affect the Organization 

- Form and communicate relevant opinions through a variety of channels, including written pieces, data visualization and presentations 

- Cover a portfolio of countries, sovereigns, sub-sovereigns and/or supranational and make or recommend relevant risk decisions, including on limits, ratings and transactions 

- Monitor and upkeep a risk portfolio, meeting internal and regulatory requirements while constantly improving processes 

- Collaborate across the firm and support other risk managers, including senior management"
0,HR Consutant,AM - Analytics(reporting),"
1. Understand end-to-end business processes. Independently extract, prepare and analyze data to support business initiatives (e.g. profitability, performance, variance analysis etc). Develop solutions with minimal support. Develop techniques and computer algorithms for data analysis for making it meaningful and actionable
2. Create and monitor reports to identify issues, trends, opportunities. 
3. Store data in internal data warehouse for future consumption; present and share findings with other team members and to leadership (with minimal support). 
Technical Skills Strong knowledge of Excel, VBA and SQL. Strong Problem solving and analytical aptitude

Preferred Skills Understanding of statistical modeling, segmentation, operations analytics. Basic knowledge of SAS and modelling. Familiarity with data base design and ETL activities will be added advantage. 
Desired Candidate Profile
Qualification BTECH FROM Tier1/2 colleges only

Work Experience Required 2YRS - 7 YRS 

 Location Gurgaon
Education-
UG: B.Tech/B.E.
PG:Any Postgraduate
Doctorate:Doctorate Not Required"
0,HR Consutant,Credit Analyst - Bank,"Position : Credit Analyst

Position based with a large Local NBFC

 Purpose Assessment of Credit Proposals (Secured / unsecured)

Principal Accountable Diligence on the following:

1. Industry in which borrower is operating

2. Financial Performance

3. Peer Group Comparision

4. Risks and mitigants in the proposed exposure

5. Vet ratings of the borrower

6. Securities proposed

7. Adhere to turnaround time

8. Put up comprehensive review with recommendation on the proposal 
Desired Candidate Profile

Education-
UG: Any Graduate - Any Specialization
Doctorate:Doctorate Not Required
"
0,Huquo,Senior Business Analyst/asst.manager - Scala/spark - Big Data,"
We are seeking talented and passionate Big Data Developers with experience in Spark/Hadoop with a deep understanding of Object-Oriented design and extensive experience in Java, Big Data and Hadoop technologies.

We are looking for expertise in Spark, HDFS, MapReduce, Pig and/or Hive with a focus on distributed, highly scalable and high performance computing.

Ideally you will also have experience in Scala and Java and will have worked extensively in Cloud-based environments."
0,ICRA,Analyst/Senior Analyst - Credit & Risk - BFSI,"
- Execution (Project Management, Client coordination)- Preparation and delivery of Presentations and Report writing}- 70% 

- Business development - pre-sales (proposals, compiling RFPs/EOI responses, Presentation, conversions)-15% 

- Product development - ideation, technical inputs-15% 

Job Skills Required: 

- Ability to apply knowledge on Credit Risk, Basel II/III and ICAAP to specific risk management assignments 

- Data handling in Excel ( Using Add-ins in Excel such as Stats, Maths and data Pivots) for analysing large credit data sets 

- Basic working knowledge of Statistical techniques in Credit Risk"
1,IndiaMart,Data Scientist,"The  involves designing and building analytics solutions that deliver transformative insights from extremely large data sets 

??Duties of Data Scientist 

?-?Work in a team to define and execute data science solutions that address business requirements 

?-?Create statistical and machine learning models in multiple technologies using best-in-class data science approaches. 

?-?Extracting and analysing large data-sets and provide descriptive statistics and explain the results to business stakeholders 

?-?Building predictive models using data mining methodologies along with analyzing and mining business data to identify patterns and correlations among the various data points. 
?? 
Background of Data Scientist 

?-?Should have experience in Machine Learning techniques and algorithms, such as Logistic Regression, Decision Trees, Time Series forecasting, Optimization Techniques, Text Mining etc. 

?-?Ideally should have been involved in Data Science or Analytics projects or have executed multiple POCs. 

?-?Experience with data visualisation tools, such as D3.js, GGplot, etc. 

?-?Good hand on experience on R 

?-?Proficiency in using query languages such as SQL, Hive, Pig 
? 
-G?ood applied statistics skills, such as distributions, statistical testing, regression, etc. 

?-?Data-oriented personality and an effective communicator. 

?-?Ability to multi-task, prioritizes, and manages time effectively. 
"
0,JP Morgan Chase,Information Risk Analyst,"
Responsible for Integrating Applications, Databases and Platforms and conduct control checks to ensure end to end data integrity
Ensures integration on boarding requests are initiated, processed timely and accurately.
Prepare Integration package, initiate calls/meetings and manage the life cycle of the process
Work with a team of integration project administrators, partners and report to managers in a global team environment
Gather operational metrics and update progress in trackers 
Input and upload response results among various in-house tools
Identify ways to increase efficiency of processes
Perform gap analysis for Application Integration, Database Integration and Platform Integration
Document and update related procedures in SharePoint environment
Access Integration failure monitoring and remediation
Act as the liaison between the Application Developers, Database Administrators, Business Units, various technology and support teams 
Partner and coordinate with Information Owners, Technology Control Officers and Application Support teams and I&AM Controls and Governance to improve access controls 
Work closely with business partners to identify process improvements and leverage technology to automate and streamline existing processes"
0,Jumbotail,Credit Analyst-,"
Detailed :

1. Understand the end-consumer: 
Evolve exiting payment and credit offerings to the target customers: Lead investigations to push understanding of the customers needs, behaviour and the broader market through focused research and analysis projects. 
Should have a strong understanding of the end customers and be willing to go to the field regularly and provide related inputs and creating operational models for the Credit team
2. Conceptual Thinking: 
Design experiments to answer targeted questions around customers, products or operations.
Engage with hypothesis formulation to create relevant statistical models for credit that best suits the end consumer
3. Statistical modelling: 
Will be required to build statistical models leveraging non-traditional sources of data (phone data, social networks, psychometric data, business transactions with Jumbotail) that will help determine who Jumbotail should lend to and who they not.
Conduct exploratory data analysis in high dimensions, and develop the dashboards and metrics that will provide the insight to improve the operations of the Credit and Payments team. Desired Candidate Profile
Does this sound like you?

Required:
3-5 years professional experience in an analytical  manipulating large data sets
Experience with data modelling and statistical analysis (ideally predictive and regression-based)
Preferred:
Experience with financial services or payments
Experience with data science, analytical consulting 
Experience with field and primary research and related analysis
Experience with specific statistical tools such as STATA, SASS, SQL, advanced excel, R or Python
Excellent written and verbal presentation skills with extreme fluency in spoken and written English
Preference for candidates that can also speak Kannada"
0,Large FMCG Startup,Business Research Analyst -,"Looking for driven candidates ready to start a challenging career with a top-tier tech company. 

- Conduct effective data searches across a wide variety of private and public sources
- Research companies to identify target accounts
- Author reports
Prefer B.Tech. candidates from premier institutes like IIT/BITs/NITs/REC with relevant work experience -

- Strong fundamentals in Algorithms, OOPs and Data Structure
- Ability to hustle
- Analytical Thinking
- Team Player
- Motivated & Career-Driven
Education-
UG: Any Graduate - Any Specialization, Diploma - Any Specialization, B.Tech/B.E. - Any Specialization"
0,Large home financier in India,Risk Analyst - Policy & Risk Vertical - Mortgages,"
Credit risk analysis of mortgage loan proposals (retail and corporate), preparation of risk assessment summary & rating rationale; 

- Risk analysis of mortgage credit operating guidelines on periodical basis as well as risk analysis of various process notes from operational risk perspective. Assistance in formulation of mortgage credit operating guidelines from risk perspective; 

- Stress testing for internal capital adequacy assessment process (ICAAP) for in line with RBI Guidelines from Liquidity risk, Specific market risk, General Market Risk, Basis Risk (Interest rate risk) perspective along with credit stress testing of its Mortgage loan portfolio; 

- Analysis of early mortality and its periodic reporting to senior management; 

- Monthly Review of Mortgage Portfolio as per set parameters and its reporting to Senior Management; 

- Analysis of inbound mortgage loan customers and FD customers and their Risk Categorization on monthly basis along with its reporting to Senior Management; 

- Monitoring of assets under watch and carrying out assets quality review for Construction Realty Funding cases; 

- Liaison with statutory auditors, internal auditors and ISO auditors for annual audit / certification perspective; 

- Liaison with central operations / treasury / business / accounts teams for collation of the non-financial data and liaison with compliance team for regulatory reporting per se; 

- Support the requirements of Compliance Team during Regulatory Inspection; 

- Ability to adopt / implement regulatory changes;"
1,Liqvid Investors,Data Analyst,"  
• Perform data analysis 
• Visualize data and discover useful information/conclusions to facilitate requirements management 
• Prototyping the solution with limited data scope as part of solution assessment, validation and evaluation 
• Building arguments based on data statistics and data insight, potentially by using advanced data analytics. 
Ideal Candidate 
• Over one-year work experience with SQL 
• Experience with data mining and analysis tools 
• Technical degree would be a plus 
• Advanced English 
• Knowledge about banking process would be a plus 
Nice to have 
• Knowledge of statistical methods (R, SPSS, SAS) 
• Webfocus, Tableau"
1,Logistics Now,Data Analyst,"Understanding client requirements.- Understanding, consolidating and analysing data from spreadsheets. 
Creating dashboards, reports and charts in Excel. 
Building Excel Applications and Excel Automation- Developing macros in VBA (Visual Basic Applications). 
Performing statistical analytical using Excel. Skills required:- Advanced Excel 
VBA and Macros- R programming- Tableau- Power BI- SQLThane West, Thane"
0,Mastermind Networks,Research Analyst/ Sr. Analyst - Diversified Sectors,"Conduct Secondary research gather data and facts, convert the same into meaningful analyses
Create and regularly update this agreed upon knowledge stored in the Firm\'s database and knowledge management system 

Oversee development of global communications as required by the Practice group, ranging from weekly operational updates to quarterly newsletters on knowledge projects and performance to bi-annual presentations for Partners Meetings adhering to global firm communication standards.
Desired Candidate Profile
Good exposure in Secondary / Business research for Divesrsified Sectors.
Good knowledge in Excel, report making and using secondary databases like Factiva, bloomberg etc.
Excellent communications skills as need to handle consultants in abroad."
0,McKinsey & Company,Analyst - Risk Dynamics,"You will work in Gurgaon with our McKinsey Knowledge Center and our Risk Dynamics Team.
McKinsey s Risk practice supports clients in many different industries facing challenges of developing and implementing tailored concepts for risk recognition, measurement, and control. McKinsey takes a truly global, cross-sector, cross-functional view of risk issues, combining its deep industry insight and strategic skills with a structured risk-management approach, proven methodologies focused on true transformation, analytical tools, and practical implementation.
In February 2016, McKinsey acquired Risk Dynamics, a specialized consulting firm focused on in-depth assessment of any risk related measures used in the Financial Industry for banks, insurance firms, asset managers and infrastructure players. This acquisition reflects McKinsey s commitment to be a global leader in model risk management, model validation and model advisory support for the Financial Services sector.
Since 2004, Risk Dynamics has been providing independent model validation services to financial services industry seeking an unbiased, technical assessment of their modelling and risk management capabilities. McKinsey Risk Dynamics (McK/ RD) has offices in Belgium, UK and US and is growing its Indian team in a commitment to becoming a global leader in model validation, model risk management and model advisory support for the financial services sector. You will deliver high quality, timely and cost effective analytics services to clients, performing quantitative and qualitative assessment of model design, data, performance and model risk in line with industry standards and regulatory expectations.
You will draft clear and succinct written reports to explain validation methodologies, key risk areas and recommendations for improvement and you'll help to build quantitative tools to improve the quality and efficiency of model validations.
You will collaborate closely with other McK/ RD colleagues globally in building solutions across various risk and model types and Develop/ maintain expertise over one or more risk areas and help generate white papers/ insights along with the McK/ RD s wider knowledge community"
1,Neogrowth,Risk Analytics,"Develop, monitor and track risk monitoring tools on the existing portfolio. 
· Give inputs to technology team to automate the various tools developed 
· Develop metrics that can be used to drive business strategy and policies 
· Propose process improvements, data fields to be captured for enabling visibility of risk and quantitative decision making process 

Skills and Competencies: 
· Strong analytical and programming skills 
· Strong sense of initiative with go-getter attitude 
· Team player 
Desired candidate profile: 
· BE/MBA/CA Graduate preferably from a premier institute with good academic record, 
Statistics preferred 
· 1-3 years of experience in business analytics / product , preferably from Unsecured leading analytics / Product companies 
· Experience in tracking portfolio and performing complex risk statistical analysis, to derive meaningful insights and actionable conclusions 
· Basic financials understanding."
1,Nielsen,Executive AAC,"Sales Effectiveness 
 Summary 
The Executive will be responsible for interpreting briefs in conjunction with client servicing teams, designing the analytical approach and then executing projects; particularly in the field of distribution analytics, forecasting and ensuring on-time and quality delivery. 
Building relationships with clients and internal stakeholders and driving business growth of our solutions. 
He/she will lead a small team of product experts to deliver the projects. He/she will be responsible for the overall growth of his team and talent management. 
Main Accountabilities 
End to end  of client projects 
Scoping the project to suit client business needs – thinking of analytical solutions which will answer business questions 
Working with different stakeholders- Internal and external 
Ensure quality and insightful delivery to clients 
Managing client expectations and ensure quality deliveries to clients 
Help in new client pitches 
Typical Position Pre-requisites 
Client management skills 
Strong communication and negotiation skills 
Team working skills 
Statistical knowledge – working understanding of basic techniques like ANOVA, Sig Testing, Regression 
Experience of running regression models and SAS is required 
Experience on making simulators and excel dashboards is a plus 
 
Analytics 
Primary Location 
IN-HR-Gurgaon-Gurgaon 
Organization 
Analytics/GTM 
Schedule 
Full-time 
Shift 
Day 
Seniority Level 
Not Applicable 

Industry 
Market Research Management Consulting Market Research 
Employment Type 
Full-time 

 Functions 
"
1,Nivvata Systems,Data Analyst,"Analyzing data from multiple sources, detect problems with the performance of our Advertisers campaigns and suggest improvements that will have immediate impact. 
Developing benchmarks and best practices for local markets and making them scalable for all international teams. 
Supporting the Account Strategy team during strategic client meetings and providing training and insights on new products / initiatives 
Using your data visualization and reporting skills to develop reports and metrics that will present actionable insights to teams across the business and help them to track their performance vs. their targets 
Working on ad hoc projects that will inform the roadmap for the development of the Product, and run real world tests on new developments 
Monitoring the country performance and develop actions to unlock yet untapped economic potential 

As for our dream candidate 
Bachelor’s degree or higher in an analytical field such as Computer Science, Engineering, Mathematics, Statistics, Economics or similar. An additional degree in a Business related field is a plus 
Fluent in English 
Strong ability to communicate technical content to general audiences 
Versatile, self-driven, detail-oriented and hands-on 
Passionate about data analysis and statistics 
Demonstrated interest in internet and technology 
Additional Skills / Knowledge We Appreciate Are 
Experience with data analysis tools and technologies like SQL, Tableau, R or Python 


Join us to contribute to one of the fastest growing, leading edge technologies in the online industry. We work hard, play hard and we share the same passion for e-Commerce, Advertising and Technology. We value team work, openness, technical innovation, and results-orientated thinking. 
It is all about attracting and retaining the best talent. We aim to reward excellence so there are fantastic opportunities for the right candidate. 

"
0,OakNorth Bank,Data Scientist/Senior Data Scientist,"Mastery of Python is required, R is preferred 

- History of using and implementing machine learning, data mining and artificial intelligence algorithms 

- Experience in cleaning, gathering, merging data from a diverse set of sources and automating these processes 

- Strong understanding of machine learning procedures such as cross-validation, feature generation 

- Sound mathematics background through coursework and projects 

- Strong knowledge of data structures and algorithms"
0,One march India for Banking client,Credit Analyst,"* Evaluate Credit requirements of potential customers in the wholesale banking segment.
* Preparation of the credit assessment notes covering detailed analysis of business, industry, management and financials.
Desired Candidate Profile
Profiles from credit rating agencies
Should have 2-7 yrs of relevant exp
* Strong financial Analysis Skills
* Analytical skills
* Strong communication(Written and Oral)
Education-
UG: Any Graduate - Any Specialization
PG:CA
Doctorate:Doctorate Not Required
"
1,Policy Bazaar,Sr. Data Analyst,"Manage end – to –end analytics projects including business requirement analysis, define scope, solution design, technology framework, development, testing and delivery
Manage client relationship – set the governance standards and manage expectations
Conceptualize the approach and solution design for analytical problem solving including use the right analytical techniques – Predictive Modeling, Time Series Forecasting, Neural Networks, Regression etc for the solutioning
Ensure coordination with technical (offshore/onsite) teams on the technical framework required for solution delivery
Responsible for developing power point presentations for delivery of analytical solutions, insights and recommendations
Coordinate with different teams within client’s organization
Required Experience :

Overall relevant experience of 4-8 years
Experience of leading/working in at least two BI/Analytics Projects
Required Skills:

Excellent problem solving skills to be able to structure the right analytical solutions
In depth understanding of predictive modeling techniques and statistical modeling
Demonstrated excellence in client relationship management and project management
Excellent hands-on knowledge of R and Excel. SPSS/SAS knowledge will be add-on.
Ability to work with Hadoop and SQL databases required
Excellent written and verbal communication skills
Ability to quickly learn new concepts/technologies
Good collaboration and communication skills
Strong sense of team work, ownership, and accountability"
0,Political Consutants,Operational Risk Analyst,"The successful operational risk analyst working in the Risk Analytics and Reporting Operational Risk Reporting Loss Collation team will be responsible for loss data collation, generation and analysis of key Global/ Regional operational risk loss reports for Senior Management and Regulators. Focus will be on improving the quality accuracy, timeliness and usefulness of Operational Risk loss reports.

To be successful, the candidate needs to be good in stakeholder management and is required to interact and establish relationship (various levels) with FO to BO departments involved in the loss reporting process. The candidate must provide assistance and appropriate challenges to the departments in the end-to-end loss process value chain.

Successful analyst is likely to be involved in other aspects of operational risk related tasks e.g. risk analyst review of major loss/ incidents, support of operational risk related projects, and training. 

SOX IT controls audit experience (Computer Operations, Change Management and Access Controls)"
0,Provizor IT Services Pvt Ltd,Fraud Analyst,"• Investigate online orders that enter the high - risk Fraud queue
• Utilize a variety of sources to verify orders and make informed decisions on them.
• Communicate with clients via email / phone to obtain verification to Security Questions
• Ensure the timeliest verification / approval of valid orders to add to the overall Client experience of Matches
• Liaise with Customer Care and the PG and Banks on order status, providing updates on transactions delayed due to Fraud queries
• Challenge chargebacks by providing all necessary information relating to orders
• Maintains or exceeds guidelines for timely resolution of queued transactions to minimize potential revenue losses
• Analyze low - risk orders to identify potential fraudulent trends that are bypassing the system
• Production of monthly Fraud reports in Excel using data collated from system
• Independently determines if transactions are fraudulent and should be canceled and refunded, or are legitimate and should be processed and fulfilled
• Track chargeback activity working to identify best practices for identifying fraud
• Contacts and effectively communicates with guest, banks, and Law Enforcement via multiple channels (phone, email, etc."
0,RBS,Senior Risk Analyst - Risk Data - CPB/CIB,"As Senior Risk Analyst - Risk Data (CPB, CIB), you will be required to: 

- Perform daily process activities in line with the defined process flow and guidelines; provide line manager oversight for daily completed tasks and capturing the data in the daily matrix tracker 

- Perform Basel risk controls analysis as per the framework covering exposure & reference data 

- Create BI packs where data is not available to Credit from standard reporting tools; help other teams within Risk C&I to close the reporting & control requirements by providing expertise on SAS & other BI tools 

- The person will be responsible for periodic CIB/CPB Credit risk data quality sign off including weekly data quality checks and any ad hoc as may be required. The  requires both aspects of strict adherence to process standards and at the same time it also needs the incumbent to show a proactive approach in analyzing and investigation of the underlying data and trends and the business justification of it. 

- Data assurance inputs towards material and full compliance for Risk Data Aggregation project in line with BCBS 239 principles. 

Skills you need 

- Graduate/Post Graduate in Finance, Engineering or Science; CFA, FRM - Level 1 (preferred) 

- Financial products and credit risk exposure knowledge including Basel 2 norms 

- Data analysis skills with large complex structures and volumes including reconciliations with commentary analysis 

- Ability to undertake medium level data projects and get involved in requirements definition, test and sign off process; generate regular metrics and KPI's with trend analysis 

- Ability to drive and manage process efficiency tasks"
1,Reliance Capital,Business Analyst,"Key  

Perform complex data extraction and processing 
Combine business knowledge, insights, statistical techniques and data mining techniques to identify behavioral trends 
Build actionable sales recommendations that will help businesses scale up their sales & revenues 
Work closely with business analytics heads across business lines to effectively drive solutions to business problems 
Effectively communicate findings, ideas, project management elements to business stake holders 
Experience requirements 

The candidate must have 

2-4 years experience in business analytics function in financial sector 
Ability to understand the business problems and effectively translate it into actionable deliverables 
Hands on experience with analytical tools like SAS EG, SAS eMiner, R & Python 
Hands on experience in predictive modeling 
Excellent stakeholder management skills, communication & presentation skills 
It will be better if the candidate has 

Project management skill 
Understanding of various products in financial sector 
Personal Attributes 

Collaborative: experience working with large non direct report teams 
Empathetic 
Attention to detail 
Problem solving skills 
Formal Qualifications 

Post graduate or bachelors degree in business 
Post graduate degree in statistics or Math"
0,Reliance Home Finance,Data Engineer/business Solution Architect,"
- Assessing the current state of CVM data architecture and conceptualizing a state of art solution architecture.
- Work very closely with the technical units of different lines of businesses to implement CVM technology strategy
- Represent the data analytics function internally in joint solutions with business units from technology perspective. 
- Drive adoption of best in class architectural solution to provide data connectivity across system, scale up the campaign throughput, measure the impact from campaigns, and track customer journey
- Work across all aspects of process adherence related to data sharing, reporting and information security
- Establish measurement & targets to improve process effectiveness and efficiency
- Identify exceptions & deviations, as well as management of these situations

"
0,Reseach based Analytics company,Research Business Analyst:Global Investment Research,"Build & maintain basic models (for both covered and not covered companies) 

- Market share, macro trend, and cross company and sub sector data analysis 

- Company specific projects 

- Statistical analysis of economic data, fundamentals, and relevant correlations of data 

- Listen to and produce briefing notes on comparative companies- conference calls not covered by the team 

- Update monthly reports, marketing book, and weekly shells 

- Update and maintain daily valuation sheets 

- Check through annual reports for discrepancies/additional data 

- Assist in writing research reports 
"
0,Rimhub India Pvt Ltd,Sr Fraud Analyst,"
Support for all products subjected to fraud and abuse 24x7x365
Prioritize and investigate call detail record (CDR) alarms provided by fraud management software
Deactivate accounts/services in billing system and provisioning databases if deemed fraudulent, reactivate accounts if necessary
Document all actions taken in appropriate databases
Contact customers regarding suspicious activity on their accounts
Receive and respond to customer inquiries as to status of their account and advise on solutions to remedy any security breaches (i.e. PBX equipment, credit card/identity theft, line tampering)
Work with LECs, IXCs and other industry parties on mutual customer usage and mutual fraud scams
Work closely with other depts. within company (credit/collections/billing, customer cervice, etc) to investigate and resolve fraudulent and other high usage issues
Investigate customer call disputes and recommend or deny applicable credits due
Analyze various reports and utilize other network/software tools to further locate fraudulent activity on the network
Track abuse issues and take applicable action to eliminate/block abuse
Work with Internet Service Protocol (ISP) community to assure email systems integrity
Escalate issues with potential for negative industry and/or corporate exposure
Min. educational qualification Graduation
Post graduates can also apply
Min. 2 years of experience working for a telecom company/bank
Good understanding of fraud management software
Expert in MS Excel
Excellent communication skills (written and oral)
Excellent analytical skills
Excellent knowledge of telephony, products, and systems
Excellent skills with Equinox Protector Fraud management software
Ability to identify trends and take action to minimize risk
Excellent customer facing skills
Working knowledge of internal databases and billing systems
"
0,See And Recruit (India) Pvt. Ltd.,Credit Analyst,"Analysis and Appraisal of loan proposal through ratio analysis, fund flow analysis, flow of Net Working Capital, Cash Flow Analysis and Sensitivity Analysis Adherence to all financial benchmarks as per the loan policy/guidelines prescribed by the bank Computation of Maximum Permissible Bank Finance for a borrower depending on products and lending method Calculation of IRR as per projected cash flows and determination of feasibility of the project Internal Credit rating of various categories of advances and mapping to External Credit rating of Top rating agencies like CRISIL, CARE, ICRA etc. Understanding nitty-gritty of project valuation and interpretation of legal reports, thereby highlighting the key impact of the same in the proposal"
